,Komentar,label,truncated_label,sentiment,score
963,ngeliat kek ginian jadi pengen setujuin marketplace guru,NEGATIVE,b seeing that kind of cake makes me want to be approved by marketplace guru,"[{'label': 'NEGATIVE', 'score': 0.745826005935669}]",0.745826005935669
964,marketplace guru  dalam mengatasi problematika kualitas dan ketimpangan guru pemerintah harus memastikan kehadiran guru yang merata di setiap jangkal tanah air indonesia,POSITIVE,b marketplace of teachers in addressing the problem of teacher quality and inequality the government must ensure that the presence of teachers is evenly distributed in every area of Indonesia s homeland,"[{'label': 'POSITIVE', 'score': 0.996799111366272}]",0.996799111366272
965,rekrutmen guru bakal lewat marketplace mulai  ,NEGATIVE,bi teacher recruitment will go through the marketplace starting,"[{'label': 'NEGATIVE', 'score': 0.8494200110435486}]",0.8494200110435486
966,kak ga mau bahas tentang marketplace untuk guru,NEGATIVE,bro don t want to talk about the marketplace for teachers,"[{'label': 'NEGATIVE', 'score': 0.9887922406196594}]",0.9887922406196594
967,marketplace guru dari diksinya saja sudah tidak menghargai guru,NEGATIVE,the teacher marketplace from the diction alone no longer respects teachers,"[{'label': 'NEGATIVE', 'score': 0.9997062087059021}]",0.9997062087059021
968,marketplace guru kurikulum merdeka makin males gw buat nyelesein skripsi,NEGATIVE,b marketplace independent curriculum teachers are increasingly lazy for me to finish my thesis,"[{'label': 'NEGATIVE', 'score': 0.9996386766433716}]",0.9996386766433716
969,marketplace guru jadi terobosan baru proses rekrutmen ala nadiem makarim sekolah bisa checkout sesuka hati tag ibox denny indrayana cawecawe diabetes laurier ,POSITIVE,Teacher s b marketplace is a new breakthrough in the recruitment process in the style of Nadiem Makarim Schools can checkout as they please tag ibox Denny Indrayana Cawecawe Diabetes Laurier,"[{'label': 'POSITIVE', 'score': 0.999024510383606}]",0.999024510383606
970,skrg lagi pusing dgn kehidupan pribadi ditambah lg kepusingan dgn drama pk yang tak kunjung kelar ehh nambah lg drama baru marketplace guru,POSITIVE,b now I m getting dizzy with my personal life plus I m getting dizzy with drama pk that won t finish yet add more drama new marketplace guru,"[{'label': 'POSITIVE', 'score': 0.7886614799499512}]",0.7886614799499512
971,kita sebagai pekerja tahu maksud marketplace guru adalah untuk database talent poll gurutapi redaksi marketplace sangat rentan disalahartikanapalagi rawan akan praktek nepotisme dikalangan pendidikan,NEGATIVE,b we as workers know the purpose of the teacher marketplace is for the teacher talent poll database but marketplace editors are very prone to being misunderstood especially prone to nepotism in education circles,"[{'label': 'NEGATIVE', 'score': 0.9971976280212402}]",0.9971976280212402
972,marketplace guru gk ada kata yang lebih bagus dan terhormat lagi apa ya selain marketplace _,NEGATIVE,teacher marketplace there is no better and more respectable word than marketplace,"[{'label': 'NEGATIVE', 'score': 0.9967941641807556}]",0.9967941641807556
973,gpt guru enables the creation of nft marketplaces what impact do you foresee nfts having on the future of digital ownership and how does gpt guru support creators in navigating this emerging landscape,POSITIVE,b gpt guru enables the creation of nft marketplaces what impact do you foresee nfts having on the future of digital ownership and how does gpt guru support creators in navigating this emerging landscape,"[{'label': 'POSITIVE', 'score': 0.9991738200187683}]",0.9991738200187683
974,coba itu marketplace guru cenah  ,NEGATIVE,b try it marketplace guru cenah,"[{'label': 'NEGATIVE', 'score': 0.9933360815048218}]",0.9933360815048218
975,kuliah lagi susahnya denger berita marketplace guru memang anj,NEGATIVE,I m still in college it s hard to hear news about the teacher s marketplace really,"[{'label': 'NEGATIVE', 'score': 0.9972103238105774}]",0.9972103238105774
976,gila gua nyesek bgt sama kebijakan baru menteri pendidikan marketplace buat guru hah speechless,NEGATIVE,b crazy I m so sorry for the minister of education s new policy of marketplace for teachers hah speechless,"[{'label': 'NEGATIVE', 'score': 0.9995449185371399}]",0.9995449185371399
977,marketplace guru sepertinya terobosan yang bagus tapi mbok ya istilahnya jangan marketplace,NEGATIVE,b marketplace guru seems like a good breakthrough but maybe the term doesn t mean marketplace,"[{'label': 'NEGATIVE', 'score': 0.947695791721344}]",0.947695791721344
978,ni maksudnya gimana y marketplace guru,NEGATIVE,b ni what do you mean marketplace guru,"[{'label': 'NEGATIVE', 'score': 0.9845458269119263}]",0.9845458269119263
979,lagi rame marketplace guru agak laen emng sistemnya udah kayak co shopee aja semangat trs guru guru hebat,POSITIVE,b the teacher s marketplace is crowded again the teacher s marketplace is a bit different the system is already like co shopee just keep spirit the teachers are great teachers,"[{'label': 'POSITIVE', 'score': 0.8910395503044128}]",0.8910395503044128
980,gapapa di era guru masuk marketplace gue selaku anak fkip kudu tuntasin yg udh apa gue jalankan masalah kedepannya gimana biar urusan tuhan,NEGATIVE,b why in the era of teachers entering the marketplace I as a fkip child have to finish what I ve run into problems in the future how to leave it to God s business,"[{'label': 'NEGATIVE', 'score': 0.9980927109718323}]",0.9980927109718323
981,sekarang guru bisa dicheckout lewat marketplace,POSITIVE,b Now teachers can be checked out via the marketplace,"[{'label': 'POSITIVE', 'score': 0.5338711142539978}]",0.5338711142539978
982,marketplace guru,POSITIVE,b marketplace guru,"[{'label': 'POSITIVE', 'score': 0.9690628051757812}]",0.9690628051757812
983,hidup lagi capeknya tbtb liat sosmed ada berita tntg marketplace guru yaallah yarabbbbbbb,NEGATIVE,b alive again I m tired tbtb seeing social media there is news about marketplace guru ya allah yarabbbbbbbbb,"[{'label': 'NEGATIVE', 'score': 0.9971855282783508}]",0.9971855282783508
984,ntar kalo udah ada marketplace guru yang ganteng dan cantik auto langsung di checkout,NEGATIVE,b ntar if there is already a marketplace for teachers who are handsome and beautiful they will be automatically checked out,"[{'label': 'NEGATIVE', 'score': 0.8851536512374878}]",0.8851536512374878
985,hidup lagi capek nya kerja serius gaji becanda tekad harus lulus pk dengan menyesuaikan syarat dapodik minimal masa kerja  tahun dll kurikulum merdeka harus dipelajari amp diterapkan drama pk belum selesai sudah ada peraturan baru marketplace guru big hug guru honorer,NEGATIVE,b live again tired of serious work serious salary joking determination must pass pk by adjusting dapodik requirements minimum working period of years etc independent curriculum must be learned applied pk drama has not been completed there is already a new regulation teacher marketplace big hug honorary teacher,"[{'label': 'NEGATIVE', 'score': 0.9949821829795837}]",0.9949821829795837
986,dari kuliah juga sih wkwkwk capek kuliah pendidikan eh muncul peraturan baru ada marketplace guru sebercanda itu,NEGATIVE,b from college too wkwkwk tired of studying education eh a new rule appears there is a teacher s marketplace as joking as that,"[{'label': 'NEGATIVE', 'score': 0.9987245202064514}]",0.9987245202064514
987,guru mtk udah sold out saat ini yg ready stok guru penjaskes aja kak begitukah konsep marketplace guru tahun  maaf kalo salah ,NEGATIVE,b guru MTK has sold out now the ones that are ready stock are just PE teachers sis that s the teacher year marketplace concept sorry if I m wrong,"[{'label': 'NEGATIVE', 'score': 0.9986697435379028}]",0.9986697435379028
988,kebijakan kemaren kacau jadi ditutup kebijakan baru ni denger pk byk yg masih simpang siur bukan apa nih marketplace jadi ladang buat kkn nambah parah guru bagus bakal ditarik sekolah yg bagus guru lain byk guru marketplace nunggu di co dlu sebaran juga makin nggk rata,NEGATIVE,b yesterday s policy was messed up so the new policy was closed I heard that there are a lot of people who are still confused what s wrong with the marketplace so the fields are making it worse good teachers will be attracted by good schools lots of other teachers the marketplace is waiting at CO the distribution is also getting more uneven,"[{'label': 'NEGATIVE', 'score': 0.9995750784873962}]",0.9995750784873962
989,marketplace guru teh satu mini proyek bahwa pendidikan kita dibangun untuk industri,NEGATIVE,b tea teacher marketplace one mini project that our education built for industry,"[{'label': 'NEGATIVE', 'score': 0.7684224843978882}]",0.7684224843978882
990,ingat namanya marketplace guru bukan fresh graduate bisa jadi guru disini adalah guru yg udah ngajar atau bisa juga lulusan ppg kebijakannya belum jelas masih dalam proses pengerjaan ditunggu saja sembari upgrade diri,NEGATIVE,remember the name is teacher marketplace not fresh graduates could be teachers here are teachers who have already taught or it could be PPG graduates the policy is not clear it is still in the process of working on it just wait while upgrading yourself,"[{'label': 'NEGATIVE', 'score': 0.9995918869972229}]",0.9995918869972229
991,marketplace guru  perdagangan manusia ,NEGATIVE,human trafficking teachers marketplace,"[{'label': 'NEGATIVE', 'score': 0.894184410572052}]",0.894184410572052
992,kalo mau curang itu gampang semua cara halal ordal apapun itu bisa diatur semuanya tapi ngga semua sekolah sdmnya seperti itu dengan marketplace harapannya calon guru itu bisa lebih meningkatkan skill dan softskill untuk memperbaiki rating agar dilirik oleh sekolah yg butuh,NEGATIVE,b if you want to cheat it s easy all the halal ordal methods can be managed but not all schools have human resources like that with the marketplace the hope is that prospective teachers can further improve their skills and soft skills to improve ratings so that schools that need them pay attention,"[{'label': 'NEGATIVE', 'score': 0.9849858283996582}]",0.9849858283996582
993,anjir cape bener fypku semua marketplace guru,NEGATIVE,b anjir is really tired of my fyp all teacher s marketplace,"[{'label': 'NEGATIVE', 'score': 0.9996622800827026}]",0.9996622800827026
994,marketplace guru wkwk,NEGATIVE,b marketplace guru wkwk,"[{'label': 'NEGATIVE', 'score': 0.7836921811103821}]",0.7836921811103821
995,kami bukan barang dagangan anda mas menteri yg terhormat  kami kecewa dengan kebijakan kebijakan ini bapak         ,NEGATIVE,b We are not your merchandise Dear Minister we are disappointed with this policy sir,"[{'label': 'NEGATIVE', 'score': 0.9992902278900146}]",0.9992902278900146
996,jujur marketplace guru bikin tmbh bingung mau ambil apa nggk itu ppg prajab kayak bakal sia aja sih,NEGATIVE,b to be honest the teacher s marketplace makes it even more confusing whether to take PPG Prajab or not it s like it s going to be useless,"[{'label': 'NEGATIVE', 'score': 0.9995697140693665}]",0.9995697140693665
997,marketplace untuk guru ceunah guys,NEGATIVE,marketplace for ceunah teachers guys,"[{'label': 'NEGATIVE', 'score': 0.9561757445335388}]",0.9561757445335388
998,wacana marketplace jujurly belum banyak informasi yang dibaca hanya membaca dari  sumber jadi intinya nanti akan ada marketplace yang menampung lulusan asn dan ppg prajab pertanyaan muncul pak punten ieumah misal ada seorang guru yang bekerja di sekolah,NEGATIVE,B the marketplace discourse to be honest there isn t much information to read only to read from sources so the point is that later there will be a marketplace that accommodates ASN and PPG Prajab graduates The question arises Mr Punten Ieumah for example there is a teacher working at a school,"[{'label': 'NEGATIVE', 'score': 0.9767326712608337}]",0.9767326712608337
999,honorer udh seakan kyk perbudakan ini marketplace guru udh kyk human trafficking jadinya gini amat nyari kerjaan,NEGATIVE,honorary teacher it s as if slavery is like a teacher s marketplace it s like human trafficking so it s really like looking for a job,"[{'label': 'NEGATIVE', 'score': 0.99357670545578}]",0.99357670545578
1000,marketplace guru,POSITIVE,b marketplace guru,"[{'label': 'POSITIVE', 'score': 0.9690628051757812}]",0.9690628051757812
1001,oh iki sing marketplace guru e sistem co ,NEGATIVE,b oh this is the marketplace guru e system co,"[{'label': 'NEGATIVE', 'score': 0.8116805553436279}]",0.8116805553436279
1002,marketplace untuk guru ,POSITIVE,marketplace for teachers,"[{'label': 'POSITIVE', 'score': 0.9781055450439453}]",0.9781055450439453
1003,marketplace guru itu guru apa barang dagangan yang kalo gak ramah gak sesuai bakal dikasih rating satu terus kalo lagi promosi cek keranjang kuning gitu haduh pak mentri adaada aja pikiran anehnya kok makin kesini guru di indonesia kek makin gada harganya ya sedihhhh,NEGATIVE,b the teacher s marketplace is a teacher what merchandise if it s not friendly it s not appropriate it will be given a rating of one and when it s on a promotion check the yellow basket that s it sir there are strange thoughts how come the more teachers come here in Indonesia the more the price is not worth it sadhhhh,"[{'label': 'NEGATIVE', 'score': 0.9990962743759155}]",0.9990962743759155
1004,udah seneng² kuliah bisa ngelewatin  semester tiba² ada pengumuman marketplace guru  gua harus gimana nih lanjut atau ganti fakultas hahaha ,NEGATIVE,b I m already happy that I can skip the semester when there s an announcement for my teacher s marketplace what should I continue or change faculties hahaha,"[{'label': 'NEGATIVE', 'score': 0.9990910291671753}]",0.9990910291671753
1005,percuma guru pekerjaan mulia tapi malah pake platform kek gituan di fb mah marketplace tempat jualan pak yakin mau jual guru check out itu belanja barang di toko online pak bukan belanja guru ngeri amat dah pake check out check out segala,NEGATIVE,it s useless for a teacher to do a noble job but instead use a platform like that on fb the marketplace is a place to sell sir Are you sure you want to sell the teacher Check out shop for goods at the online store sir not shopping for the teacher It s really scary I ve used check out check out everything,"[{'label': 'NEGATIVE', 'score': 0.9990057349205017}]",0.9990057349205017
1006,marketplace guru opo neh ya allah,NEGATIVE,what is the teacher s marketplace oh my god,"[{'label': 'NEGATIVE', 'score': 0.9677041172981262}]",0.9677041172981262
1007,pak pak ada ada aja bagusan gini pak angkat guru honorer menjadi pns khusus yang telah mengabdi diatas  tahun itu pun  tahun udah kelamaan dah klo pake marketplace yang ada malah kerabat yang di check out pak klo gak yang ngasih pulus biar di check out wkwkwk,POSITIVE,sir sir is there anything that s good like this sir Appoint honorary teachers to become special civil servants who have served above that year It s been too long If you use the existing marketplace even relatives are checked out sir,"[{'label': 'POSITIVE', 'score': 0.9396743178367615}]",0.9396743178367615
1008,resmi         ,POSITIVE,b official,"[{'label': 'POSITIVE', 'score': 0.8834503889083862}]",0.8834503889083862
1009,marketplace guru  spd yang banyak tuntutan,POSITIVE,b marketplace teacher spd which is in high demand,"[{'label': 'POSITIVE', 'score': 0.7485342621803284}]",0.7485342621803284
1010,rame nih marketplace guru mangat gaes,NEGATIVE,b rame nih guru mangat marketplace gaes,"[{'label': 'NEGATIVE', 'score': 0.9884385466575623}]",0.9884385466575623
1011,marketplace guru dikira barang dagangan kali ya kok disepein bgt kayanya aku ngga bercita jadi guru meskipun kuliah di pendidikan tapi dgn adanya marketplace guru itu kaya ngrendahin profesi guru itu sendiri,NEGATIVE,b the teacher s marketplace is thought to be merchandise how come it s so demeaning I don t aspire to be a teacher even though I study in education but with a teacher s marketplace it s like lowering the teaching profession itself,"[{'label': 'NEGATIVE', 'score': 0.9987478256225586}]",0.9987478256225586
1012,maksudnya gini ren jadi marketplace guru itu intinya profil guru diunggah ke sebuah website nanti pihak sekolah yang butuh guru bisa liat disitu terus kalo ada yang cocok bisa langsung checkout dan ini menyulitkan buat guru yg udh lama mengabdi sama yang ga lolos passing grade,NEGATIVE,b what do you mean ren to become a teacher marketplace the point is that teacher profiles are uploaded to a website Schools who need teachers can look there and if there s someone suitable they can check out right away and this makes it difficult for teachers who have served a long time and those who haven t passed the passing grade,"[{'label': 'NEGATIVE', 'score': 0.998666524887085}]",0.998666524887085
1013,gue blm lulus s pd tapi kebijakan dan peraturan baru selalu di buat tanpa menyelesaikan yg sebelumnya ini ada lagi aja marketplace ya allah susah amat kaya buat guru jadi sejahtera kaya apa yaa hmmm,NEGATIVE,B I haven t graduated yet from SD but new policies and regulations are always made without completing the previous one There s still a marketplace God it s hard to be rich for teachers how prosperous are they hmmm,"[{'label': 'NEGATIVE', 'score': 0.996636152267456}]",0.996636152267456
1014,jadi guru mesti nunggu dicheckout dulu ,NEGATIVE,b so the teacher has to wait for checkout first,"[{'label': 'NEGATIVE', 'score': 0.9983035326004028}]",0.9983035326004028
1015,kebijakan apa lagini marketplace ppg aja masih belum bener tahun depan pas ganti presiden semoga ada keadilan untuk guru ,NEGATIVE,b What else is the policy for the PPG marketplace it s still not correct next year when the president changes I hope there will be justice for teachers,"[{'label': 'NEGATIVE', 'score': 0.9997037053108215}]",0.9997037053108215
1016,haha beranda isinya isu marketplace guru pantesan dulu guruku bilang kenapa gk ambil fisika murni aja dan akhirnya ydhlah anak jurusan pendidikan akan ku selesaikan apa yang sudah ku mulai perkara besok mauj adi apa kerja apa biarlah urusan tuhan yang menentukan,POSITIVE,b haha homepage the contents of the marketplace issue the teacher s worth it my teacher said why not just take pure physics and in the end okay the education major I ll finish what I started tomorrow what do you want to do what do you do let God decide,"[{'label': 'POSITIVE', 'score': 0.973217785358429}]",0.973217785358429
1017,guru nanti ada di marketplace bisa di co sama sekolah yg nyari mungkin ada baiknya pake sistem coret aja,NEGATIVE,b teachers will be in the marketplace later you can co the school that s looking for it maybe it s better to just use the strikeout system,"[{'label': 'NEGATIVE', 'score': 0.9991135001182556}]",0.9991135001182556
1018,mentri pendidikan aldi taher ajalah marketplace guru marketplace guru anjwenk,NEGATIVE,b minister of education aldi taher ajalah marketplace guru marketplace guru anjwenk,"[{'label': 'NEGATIVE', 'score': 0.7844237089157104}]",0.7844237089157104
1019,tbh gua mau protes soal marketplace guru lo kata guru itu barang apa ya rendah banhet guru di negara indonesia ini,NEGATIVE,b tbh I want to protest about the teacher s marketplace What kind of goods did the teacher say is low The teacher fee in Indonesia is low,"[{'label': 'NEGATIVE', 'score': 0.9988223910331726}]",0.9988223910331726
1020,proskrip aja stress nya udah mau jungkir balik belum ntr skripsian trs lulus malah dijual di marketplace bikinan bapak nadiem xixi gini amat mau jadi guru ,NEGATIVE,b proskrip just stress I want to turn upside down haven t the thesis passed instead it s being sold on the marketplace made by Mr Nadiem Xixi like this I really want to be a teacher,"[{'label': 'NEGATIVE', 'score': 0.9957762360572815}]",0.9957762360572815
1021,gmn yaa klo mikirin gaji atau apa siapa si yg mau jdi guru niatnya udh cuma buat ngajar ngabdi dan belajar tapi kenapa ya cuma guru nih yg drama bgt dri pk marketplace lah pusing bgt udh weh jdi gurumah bukan bisnis,NEGATIVE,how about if you think about salary or what who wants to be a teacher the intention is just to teach serve and learn but why is it only teachers who are so dramatized from pk marketplace it s so dizzy we re already a teacher not a business,"[{'label': 'NEGATIVE', 'score': 0.999487042427063}]",0.999487042427063
1022,makanya kata guah harusny yg jd mentri pendidikan jga linier dari org pendidikan ini dr ngurusin gojek mana ngarti kesulitan yg dihadapin guru solusi de guru honorer malah dibikin marketplace guru dikata w barang jualan hilih,NEGATIVE,b that s why I said that the minister of education should also be linear from this education person from taking care of motorcycle taxis which means that the difficulties faced by teachers are a solution for honorary teachers instead of making a teacher s marketplace called w goods for sale are lost,"[{'label': 'NEGATIVE', 'score': 0.9997658133506775}]",0.9997658133506775
1023,sudah capek sarjana  tahun tambah profesi lagi tidak ada penerimaan pns untuk guru dialihkan ke pk yang arahnya masih penuh tikungan ditambah marketplace guru,NEGATIVE,b I m tired of being a bachelor s year adding another profession There s no civil servant acceptance for teachers I m being transferred to pk The direction is still full of twists plus the teacher s marketplace,"[{'label': 'NEGATIVE', 'score': 0.8891066312789917}]",0.8891066312789917
1024,marketplace guru fyp di tiktok dengan sekelumit pro dan kontranya twitter masa nggak trending,NEGATIVE,b marketplace guru fyp on tiktok with the pros and cons of twitter when it s not trending,"[{'label': 'NEGATIVE', 'score': 0.9956682920455933}]",0.9956682920455933
1025,gua baru aja mau jadi maba dan milih jurusan pendidikan tbtb di tiktok rame marketplace guru itu maksudnya apa jir,NEGATIVE,b I just want to be a freshman and choose to major in education tbtb on tiktok crowded teacher marketplace what does that mean jir,"[{'label': 'NEGATIVE', 'score': 0.9978238344192505}]",0.9978238344192505
1026,guru di gawekno marketplace terus sekolah isok order sesuai pesanan yo ngene lek ceo gojek dadi mentri pendidikan wkwk,NEGATIVE,b teachers are working in the marketplace and continue to go to school tomorrow according to the order,"[{'label': 'NEGATIVE', 'score': 0.734162449836731}]",0.734162449836731
1027,marketplace guru wkwk nadiem semakin gajelas,NEGATIVE,b marketplace guru wkwk Nadem is getting clearer,"[{'label': 'NEGATIVE', 'score': 0.8987492322921753}]",0.8987492322921753
1028,sekolah tidak lagi nerima honorer kabarnya cpns hanya untuk pusat guru tidak ada formasi pk hanya untuk yang pengalaman sekarang muncul lagi marketplace guru padahal guru mencerdaskan kehidupan bangsa tapi kenapa dihargai hanya sebatas spt ini saja,NEGATIVE,b schools no longer accept honorariums they say cpns are only for teacher centers there are no pk formations only for those with experience now there is a teacher marketplace again even though teachers educate the nation s life but why are they valued only for this kind of thing,"[{'label': 'NEGATIVE', 'score': 0.9819095134735107}]",0.9819095134735107
1029,pembangunan infaskrutur besar besaran makan anggaran luar biasa pengembangan sdm di kebelakangkan nasib pendidik yg harusnya jadi pondasi negara di anak tirikan guru honorer belasanbahkan puluhan tahun nasibnya ironis ditambah lagi marketplace guru,NEGATIVE,b the development of massive infrastructure eats an extraordinary budget the development of human resources is behind the fate of educators who should be the foundation of the state in the stepchildren of honorary teachers dozens and even decades of ironic fate plus the teacher s marketplace,"[{'label': 'NEGATIVE', 'score': 0.9912744164466858}]",0.9912744164466858
1030,wajar sajasih kalau trobosanya nyeleh orang mentri pendidikannya basicnya bisnis sampe kepikiran buat marketplace guru cpns guru aja di ganti pk belum beres juga sudah buat hal aneh mana persyaratan elit gaji sulit,NEGATIVE,it s only natural that the problem is harassing the minister of education basically business to the point where I thought of making a teacher s marketplace for cpns teachers just to be replaced it hasn t been fixed I ve made strange things where the elite salary requirements are difficult,"[{'label': 'NEGATIVE', 'score': 0.9984176158905029}]",0.9984176158905029
1031,niatnya memang baik mau memperbaiki kualitas guru dan itu memang perlu tapi tolong dipertimbangkan lagi bapak belum ada marketplace aja wes sistem kerabat bapak gimana kalo makin ada pasarnya ya kali mau borong dagangan orang terus dagangan sendiri dibiarin ga mungkin atuh,NEGATIVE,The intention is really good to improve the quality of teachers and that is really necessary but please consider again sir we don t even have a marketplace yet just a system for your relatives what if there s more market if you want to wholesale other people s merchandise then let s leave it alone it s impossible to do it,"[{'label': 'NEGATIVE', 'score': 0.9986144304275513}]",0.9986144304275513
1032,kemendikbud siapkan marketplace untuk rekrutment guru       ,POSITIVE,ministry of education and culture prepares marketplace for teacher recruitment,"[{'label': 'POSITIVE', 'score': 0.9871254563331604}]",0.9871254563331604
1033,bentar bentar ini guru mau dijadikan kayak barang dagangan didisplay terus dikasih tarif gitu duh gaji guru udah mengenaskan ditambah wibawa guru yg dipajang di platform marketplace semakin terjun bebas bisa gaada rasa sungkan ntr sama guru krn seolah bs dibeli,NEGATIVE,in a moment the teacher wants to be made into merchandise displayed and then given a fee like that duh the teacher s salary is already deplorable plus the authority of the teacher who is displayed on the marketplace platform is getting more and more free falling you can t feel embarrassed about the teacher because it s as if you can buy it,"[{'label': 'NEGATIVE', 'score': 0.9978272318840027}]",0.9978272318840027
1034,marketplace guru apalagi anjj,NEGATIVE,b marketplace teacher let alone anjj,"[{'label': 'NEGATIVE', 'score': 0.9808233976364136}]",0.9808233976364136
1035,makin beban sm marketplace guru hedeuhh,NEGATIVE,b increasingly burdened by marketplace guru hedeuh,"[{'label': 'NEGATIVE', 'score': 0.99796462059021}]",0.99796462059021
1036,marketplace guru wkwkwk lol cikk gada harga diri e lulusan pendidikan,NEGATIVE,b marketplace teacher wkwkwk lol sikk no self esteem e education graduate,"[{'label': 'NEGATIVE', 'score': 0.9987549781799316}]",0.9987549781799316
1037,trobosannya pak nadiem tuh ada aja ya skrng mau bikin marketplace guru,POSITIVE,b Pak Nadiem s breakthrough is there right now I want to make a teacher s marketplace,"[{'label': 'POSITIVE', 'score': 0.994874894618988}]",0.994874894618988
1038,guru itu profesi bukan barang atau jasa  ,NEGATIVE,b teacher is a profession not goods or services,"[{'label': 'NEGATIVE', 'score': 0.9904256463050842}]",0.9904256463050842
1039,penasaran marketplace rancangan bapak nadiem ini bener akan mensejahterakan guru honorer gak,NEGATIVE,b Marketplace marketing designed by Mr Nadem will really prosper honorary teachers or not,"[{'label': 'NEGATIVE', 'score': 0.991865336894989}]",0.991865336894989
1040,masih galauin rancangan marketplace guru ala bapak nadiem ,NEGATIVE,b still confused about the guru marketplace design in the style of Mr Nadiem,"[{'label': 'NEGATIVE', 'score': 0.9926480054855347}]",0.9926480054855347
1041,marketplace untuk guru,POSITIVE,marketplace for teachers,"[{'label': 'POSITIVE', 'score': 0.9781055450439453}]",0.9781055450439453
1042,marketplace guru ,POSITIVE,b marketplace guru,"[{'label': 'POSITIVE', 'score': 0.9690628051757812}]",0.9690628051757812
1043,marketplace guru efisien ngga sih,NEGATIVE,isn t the teacher marketplace efficient,"[{'label': 'NEGATIVE', 'score': 0.9996691942214966}]",0.9996691942214966
1044,marketplace guru opo meneh iki pak mentri,NEGATIVE,b marketplace teacher or what is this minister,"[{'label': 'NEGATIVE', 'score': 0.9881834387779236}]",0.9881834387779236
1045,lagi ramai nyesel spd gara gara  para guru aku yg otw s pd gimana ,NEGATIVE,b I m having a lot of regrets about spd because of my teachers who otw s at what,"[{'label': 'NEGATIVE', 'score': 0.995694637298584}]",0.995694637298584
1046,sekarang cara sekolah ngerekrut guru dibikin marketplace ,POSITIVE,now the way for schools to recruit teachers is to create a marketplace,"[{'label': 'POSITIVE', 'score': 0.9894502758979797}]",0.9894502758979797
1047,ketinggalan berita baru baca ttg marketplace guru di konoha kyk ini apaan anjir,NEGATIVE,b missed the latest news read about the teacher marketplace at Konoha what does this look like anjir,"[{'label': 'NEGATIVE', 'score': 0.9989763498306274}]",0.9989763498306274
1048,guru yang dari dulu minimnya kesejahteraan masih saja dipersulit dgn persyaratan yg semakin hari semakin diluar nalar apalagi sekarang adanya marketplace guru sistem macam apa yg bapak buat knp profesi menjadi guru dipersulit pendidikan sangat penting knp tdk dipermudah saja,NEGATIVE,b teachers who have always had a lack of welfare are still being complicated by the requirements which are getting more and more out of the ordinary especially now that there is a teacher marketplace what kind of system did you make why is the profession of being a teacher complicated education is very important why not just make it easier,"[{'label': 'NEGATIVE', 'score': 0.9437547922134399}]",0.9437547922134399
1049,buset guru aja skrg direkrutnya dr marketplace,POSITIVE,b buset guru aja now recruited from the marketplace,"[{'label': 'POSITIVE', 'score': 0.847136378288269}]",0.847136378288269
1050,masih heran sama marketplace guru yang guru beneran aja bingung apalagi uwe netizen biasa,POSITIVE,b I m still amazed at the teacher marketplace which teachers are really confused let alone ordinary netizens,"[{'label': 'POSITIVE', 'score': 0.9351372718811035}]",0.9351372718811035
1051,ini sistem marketplace guru jadi kyk gimana toh bentar bingung bgt wkwk jadi sekolah bisa milih ambil yg sesuai kualifikasi gitu kah macem jual diri gitu dong,NEGATIVE,b is the teacher s marketplace system so what do you think,"[{'label': 'NEGATIVE', 'score': 0.903365433216095}]",0.903365433216095
1052,sebenarnya sistem ini hampir sama dengan linkedin yang mana para perekrut bisa mengetahui track record dari pelamar tapi saya kurang setuju dengan nama marketplace guru seperti barang jualan,NEGATIVE,b actually this system is almost the same as linkedin where recruiters can find out the track record of applicants but I don t agree with the name marketplace guru as selling goods,"[{'label': 'NEGATIVE', 'score': 0.9975159168243408}]",0.9975159168243408
1053,jadi ragu ikut ppg setelah baca komen ditiktok banyak yg ga jelas nasibnya ditambah marketplace guru kek aaaarghh baru aja diniatin buat jadi guru tapi aturannya banyak bngt tapi gaji rendah serendah rendahnya,NEGATIVE,b so I m hesitant to join ppg after reading the comments on ticktock a lot of the fate is not clear plus the teacher s marketplace kek aaaarghh I just wanted to be a teacher but there are so many rules but the salary is as low as low,"[{'label': 'NEGATIVE', 'score': 0.9992601275444031}]",0.9992601275444031
1054,beliau yang memberlakukan marketplace guru ini apa tidak kepikiran tentang pihak sekolah yang merekrut guru dari kalangan krabatnya sendiri untuk menjadi guru atau bisa jadi pihak sekolah disogok duit takutnya begitu karena tau sendiri lah ya gimana cara mainnya di indonesia,NEGATIVE,b he who implemented this teacher marketplace didn t he think about the school recruiting teachers from their own relatives to become teachers or could the school be bribed with money I m afraid that s because you know how to play in Indonesia yourself,"[{'label': 'NEGATIVE', 'score': 0.9963430762290955}]",0.9963430762290955
1055,overthinking gara gara marketplace guru padahal pengenya kalo blm keterima kowad mau kuliah jurusan guru olahraga,NEGATIVE,overthinking because of the teacher marketplace even though I want if I haven t been accepted by Kowad I ll go to college majoring in sports teacher,"[{'label': 'NEGATIVE', 'score': 0.9980474710464478}]",0.9980474710464478
