,user,date,renderedContent
95,LaNyallaAcademy,2023-06-05 09:35:27+00:00,"Ketua DPD RI Dukung Gagasan Menteri Nadiem, Asal Lakukan Tiga Hal Ini

JAKARTA - Gagasan Mendikbudristek Nadiem Makarim tentang marketplace guru ramai-ramai ditolak oleh anggota Komisi X DPR RI. Para anggota DPR menilai gagasan tersebut tidak menyelesaikan akar permasalahan soal tenaga pendidikan di Indonesia.

Selain itu, gagasan ini juga dianggap merendahkan profesi guru sebagai tenaga pendidik, yang disamakan dengan barang yang dapat diperjualbelikan.

Tanggapan berbeda justru disampaikan Ketua DPD RI, AA LaNyalla Mahmud Mattalitti. Senator asal Jawa Timur itu mendukung gagasan yang dicetuskan oleh Menteri Nadiem. Hanya saja, ada tiga syarat utama yang harus dijadikan pedoman jika ingin gagasan tersebut direalisasikan. 

“Muara dari tiga syarat itu adalah untuk memastikan bahwa program tersebut mampu menjawab percepatan rekrutmen para guru honorer yang sudah lulus passing grade, tapi belum diusulkan dan belum diangkat menjadi P3K (Pegawai Pemerintah dengan Perjanjian Kerja),” ungkap LaNyalla, Senin (5/6/2023).

Ketiga syarat tersebut, lanjut LaNyalla, yang pertama, platform yang direncanakan itu harus benar-benar diisi oleh mereka yang lulus  passing grade atau nilai acuan dengan standar tertentu. 

""Di sisi lain, mereka juga harus yang benar-benar belum diusulkan dan belum direkrut. Jadi benar-benar tepat sasaran, karena banyak sekali guru yang belum bernasib baik. Harus dengan syarat itu,” tandasnya. 

Syarat kedua, tokoh asal Bugis yang besar di Surabaya itu melanjutkan, platform itu harus dieksekusi sebagai platform non profit. Dengan kata lain, LaNyalla tak ingin platform ini terdapat muatan bisnis. 

""Platform ini tak boleh ada unsur komersil. Tidak boleh ada platform fee yang dibebankan kepada user. Harus bisa diakses secara cuma-cuma alias gratis, karena memang niatnya harus sebagai solusi kementerian,"" jelas LaNyalla. 

Syarat terakhir, LaNyalla meminta kepada Menteri Nadiem untuk mengganti nama platform tersebut. Bukan marketplace guru, tapi cukup menggunakan istilah platform database guru yang bersifat living dan updated. 

""Tidak perlu menggunakan kalimat seolah-olah gagasan ini seperti marketplace jual beli barang. Guru ini manusia terhormat, jangan disamakan dengan barang atau jasa. Cari platform yang namanya lebih elegan. Sebagai misal 'Guruku', 'Database Guru' atau 'Living Database Guru', agar tidak sama seperti platform jual beli barang,"" tegas LaNyalla. 

Untuk diketahui, Menteri Nadiem mengklaim gagasan marketplace guru untuk mengatasi tenaga guru honorer yang terjadi selama bertahun-tahun. Marketplace guru sendiri merupakan database bagi semua sekolah untuk dapat mencari siapa saja orang yang bisa menjadi pendidik atau diundang ke sekolah tersebut.

Nadiem menyampaikan bahwa pihaknya telah berdiskusi dengan Kemenkeu, Kemendagri dan Kemenpan-RB dalam membuat solusi atas permasalahan mengenai guru. Salah satu solusinya adalah dengan pembuatan marketplace untuk guru.

""Marketplace untuk talent guru, di mana akan ada suatu tempat di mana semua guru-guru yang boleh mengajar masuk ke dalam sebuah data base yang bisa diakses oleh semua sekolah yang ada di Indonesia,"" terang Nadiem.(*)
@LaNyallaMM1 #lanyalla #guruhonorer #nadhiem
#aspirasi  #dpdri"
96,Darmaningtyas,2023-06-05 04:59:41+00:00,"Rekruitmen guru lewat marketplace tanda kalo Mendikbud Nadiem Makarim gagal membangun koordinasi dg Pemda shg tdk mampu meyakinkan Pemda unt merekrut guru P3K bagi daerah masing2. Cuma masalahnya, guru itu bukan barang dagangan, tapi profesi yg luhur, shg terasa tdk etis"
97,Tezzandra,2023-06-05 02:06:44+00:00,"@awas_ajaaa @collegemenfess Cba dipahamin dlu paparan dari mas nadiem. Justru program marketplace jdi membantu guru dalam mendapatkan gaji yg layak, dan cepat diangkat asn"
98,SuaraPembaruan,2023-06-04 14:50:18+00:00,"Mendikbudristek Nadiem Makarim mengatakan akan melakukan rekrutmen guru lewat sejenis marketplace.  Rencana itu sendiri telah dibahas bersama  Kemenkeu, Kemendagri, dan MenpanRB, serta disampaikan dalam Rapat Kerja dengan Komisi X DPR RI.

https://t.co/8ilRecHond https://t.co/O3S7Vwz1mF"
99,bukamata18,2023-06-04 11:37:37+00:00,"Nadiem Bikin Aplikasi Marketplace Guru, Usulannya Dinilai Tidak Selesaikan Akar Masalah Tenaga Pendidik @nadiemmakarim   https://t.co/gCo9FAcpxZ"
100,DanielBarapa,2023-06-04 09:23:51+00:00,Apa Itu Marketplace Guru? Platform Bentukan Menteri Nadiem Makarim https://t.co/3EFQULU0lq
101,mediaindonesia,2023-06-04 09:15:05+00:00,Program marketplace untuk rekrutmen guru yang digagas Mendikbud-Ristek Nadiem Makarim dinilai tidak solutif dan malah menambah kontroversi baru.  https://t.co/KlgPlCeKK4
102,nusabalicom,2023-06-04 08:04:18+00:00,"Ada hal menarik saat rapat dengan Komisi X DPR RI tanggal 24 Mei 2023, Menteri Pendidikan, Kebudayaan, Riset dan Teknologi Nadiem Makarim mengusulkan suatu pola rekrutmen guru melalui marketplace guru

https://t.co/b14FsCdH12"
103,soedjarwo75,2023-06-04 06:24:08+00:00,"Nadiem Makarim telah meluncurkan sebuah inovasi revolusioner yang saat ini terkenal dengan nama “Marketplace Guru”.

INFO DARI MENDIKBUDRISTEK : Inilah Manfaat dari Marketplace Bagi Guru di Indonesia https://t.co/j3bW5Gjkhy"
104,LenteraTbm,2023-06-04 03:21:15+00:00,Apa Kata Pegiat Literasi Soal Marketplace Rekrutmen Guru Mas Menteri Nadiem?... https://t.co/qqqrmL9s7i
105,IdTopmedia,2023-06-04 03:10:45+00:00,Seperti Gojek! Menteri Pendidikan Nadiem Makarim Bakal Buat Marketplace untuk Rekrutmen Guru di Indonesia&amp;nbsp; https://t.co/rjLjh8wAZ2
106,Alonesiacom,2023-06-03 16:47:30+00:00,Apa Itu Marketplace Guru? Ini Penjelasan Mendikbudristek Nadiem Makarim https://t.co/tnVjU5upXT
107,fajaronline,2023-06-03 14:20:51+00:00,"Marketplace Guru Gagasan Nadiem Tuai Kontroversi, Dinilai Tak Menyelesaikan Akar Permasalahan Tenaga Pendidik 
https://t.co/PvOiCZrr0g 
#GuruHonorer #Kemendikbud #Marketplace #NadiemMakarim"
108,RakyatJelita01,2023-06-03 14:01:39+00:00,"@DemokrasiMartir Semua hanya untuk memperkaya Nadiem saja. Semoga ada kebijakan lain yang bisa lebih dirasakan oleh mahasiswa apalagi sekarang lagi ramai dengan Guru MarketPlace, seolah-olah diperjualbelikan, tega.."
109,fvkher,2023-06-03 13:40:11+00:00,PAN Minta Mendikbud Ristek Nadiem Kaji Ulang Wacana Marketplace untuk Guru. Kok guru mau dijadikan kaya barang ya? https://t.co/LkUBf88twp
110,Info_Sekarep,2023-06-03 12:15:39+00:00,"2024 Guru Bisa “Dibeli”, Inilah Ide Marketplace Nadiem Markarim! https://t.co/Tr3h5XBe16"
111,0b3tt,2023-06-03 09:45:16+00:00,"@kompascom ngurusin begini aja mas nadiem ga bisa, udah wacanain marketplace guru"
112,barayow,2023-06-03 05:42:28+00:00,pantes nadiem mau buat marketplace utk guru
113,pee_ajah,2023-06-03 05:37:11+00:00,Hebat! Marketplace Guru ala Mendikbudristek Nadiem Makarim: Solusi Inovatif untuk Guru Honorer di Indonesia https://t.co/4kBjdNGRdY
114,Saepul37884466,2023-06-03 04:14:11+00:00,"Mentri Nadiem Wacanakan Marketplace untuk Guru, Komisi X DPR RI Langsung Bereaksi https://t.co/ZZI2b2j3VE"
115,liputan6dotcom,2023-06-03 02:06:03+00:00,"Infografis Marketplace Guru, Terobosan Sistem Rekrutmen ala Nadiem Makarim https://t.co/bsfwgq6qSB"
116,bindonews,2023-06-03 00:33:23+00:00,"Menteri pendidikan, Kebudayaan, Riset, dan Teknologi (Mendikbud Ristek) Nadiem Makarim berencana akan meluncurkan marketplace guru. 
https://t.co/Fy3UNmjh7i"
117,liputan6dotcom,2023-06-03 00:00:02+00:00,"Gagasan marketplace guru diklaim Nadiem Makarim sebagai upaya mengatasi masalah tenaga guru honorer. Ini sudah terjadi bertahun-tahun.
https://t.co/zu18BDs4rp"
118,jawapos,2023-06-02 13:43:04+00:00,F-PKS DPRD Sumut Tolak Istilah 'Marketplace Guru' Nadiem Makarim https://t.co/IA2B71F9kp
119,_palungmariana,2023-06-02 13:02:40+00:00,"Walau begitu, bukan berarti Nadiem harus mengambil langkah jalan pintas seperti rencana marketplace guru itu. Nadiem sendiri berdalih, strategi ini ia lakukan utk mengatasi kebutuhan guru &amp; guru honorer, selain persoalan birokrasi. https://t.co/vBxz8VUL1Z"
120,_palungmariana,2023-06-02 13:02:28+00:00,Tak ada yg salah dgn rencana Mendikbudristek Nadiem Makarim yg hendak menyediakan aplikasi marketplace guru di thn depan. Langkah ini ia lakukan utk membereskan birokrasi yg ribet &amp; bertele-tele. https://t.co/iFPJwvDuSD
121,Green_______man,2023-06-02 12:21:26+00:00,"@nadaliciasihna @edwinbazz ""Ada tambahan insentif untuk guru di daerah khusus berupa kenaikan pangkat lebih cepat atau prioritas di marketplace untuk posisi selanjutnya setelah ikatan dinas selesai"" kata Nadiem Makarim, Rabu (24/5/2023). -&gt; soal ngajajar di pelosok."
122,Green_______man,2023-06-02 12:18:19+00:00,"@arieftiroo ""Ada tambahan insentif untuk guru di daerah khusus berupa kenaikan pangkat lebih cepat atau prioritas di marketplace untuk posisi selanjutnya setelah ikatan dinas selesai"" kata Nadiem Makarim, Rabu (24/5/2023). -&gt; soal ngajajar di pelosok. Masih ga mau, mas? 😄"
123,Green_______man,2023-06-02 12:01:10+00:00,"@ferifrendi @Mythicalforest ""Ada tambahan insentif untuk guru di daerah khusus berupa kenaikan pangkat lebih cepat atau prioritas di marketplace untuk posisi selanjutnya setelah ikatan dinas selesai"" kata Nadiem. -&gt; soal ngajar di pelosok. tapi, akankah guru mau?"
124,connxid,2023-06-02 10:19:13+00:00,"Mendikbub Nadiem Makarim buat sistem marketplace untuk guru di tahun 2024.

#UdahConnxBelum

https://t.co/UC9bbFXkpe"
125,Aryprasetyo85,2023-06-02 09:30:46+00:00,"Masih banyak guru honorer yang belum mendapat formasi tapi sudah lulus passing grade.

Marketplace yang dicetuskan oleh Nadiem bukanlah sebuah solusi untuk merekrut guru honorer.

Pasalnya, isitlah marketplace itu untuk komoditi bukan guru yang merupakan sebuah profesi.
@Official_PAN @ZUL_Hasan 
https://t.co/EisM27usbH"
126,yadi70460278,2023-06-02 06:23:58+00:00,"@AREAJULID @nadiemmakarim #Nadiem coba ini diurus soal pendidikan dari pada urus guru di marketplace,kalau gak bisa atau gak sanggup ngundurin diri aja jadi #MenteriPendidikan ."
127,Aryprasetyo85,2023-06-02 05:54:18+00:00,"Sementara masih ada sekitar 60 ribu lebih guru honorer yang belum mendapatkan SK perlu diperhatikan

PAN Minta Mendikbud Mengkaji Ulang Wacana Marketplace untuk Guru

Partai Amanat Nasional (PAN) mengajak Menteri Pendidikan, Budaya, Riset, dan Tekonologi, Nadiem Anwar Makarim untuk mengkaji ulang wacana perihal marketplace untuk guru.

Hal itu menjadi perhatian PAN karena menilai cara tersebut bukan menjadi solusi utama untuk menyelesaikan masalah perekrutan guru.
@Official_PAN @ZUL_Hasan https://t.co/EisM27usbH"
128,IDNTimes,2023-06-02 04:41:09+00:00,"Nadiem Tawarkan Program Marketplace Buat Guru Honorer PPPK, Apa Itu? https://t.co/8hMeMvuL29"
129,Bisniscom,2023-06-02 03:12:50+00:00,"Rekrutmen guru dibikin sistem marketplace? 🤔

Mendikbud Nadiem Makarim akan berlakukan sistem marketplace untuk rekrutmen guru Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) pada 2024. https://t.co/AKDZYAqknS"
130,gokepricom,2023-06-02 02:38:36+00:00,Nadiem Rancang Rekrutmen Guru Berkonsep Marketplace https://t.co/8fsMFHHCb9
131,Bisniscom,2023-06-02 02:20:35+00:00,Mendikbud Nadiem Makarim rencanakan tetapkan sistem marketplace untuk melakukan perekrutan guru PPPK. https://t.co/0p7YXXZQis
132,pee_ajah,2023-06-02 00:53:33+00:00,"Mengupas Gagasan Marketplace Guru ala Mendikbud Nadiem Makariem untuk Mengangkat Guru Honorer menjadi PPPK https://t.co/KWGStUOwcZ
#mendikbud
#marketplaceguru 
#gntm"
133,pee_ajah,2023-06-02 00:52:29+00:00,Mengupas Gagasan &amp;#8216;Marketplace Guru&amp;#8217; ala Mendikbud Nadiem Makariem untuk Mengangkat Guru Honorer menjadi PPPK https://t.co/KWGStUOwcZ
134,Adiak_Udaa,2023-06-01 23:03:11+00:00,"Hallo mas Nadiem, guru itu pahlawan tanpa tanda jasa, harusnya diseleksi labih dgn lbh ketat lagi agar bisa menghasilkan guru yg berkualitas lagi, lihatlah berapa bnyak guru melecehkan  siswa siswinya😥 
Marketplace bolehkah utk tempat barang saja?? Handphone misal🙏 https://t.co/gE6a3OSd5j"
135,abadikinicom,2023-06-01 20:40:33+00:00,Syarat Daftar Marketplace Guru yang dicanangkan Menteri Nadiem https://t.co/mEqE60cJey
136,hariwibawanto,2023-06-01 15:09:47+00:00,"@DrEvaChaniago Nadiem hebat dong, Indonesia akan jadi negara pertama di dunia yang menyediakan guru (dan nantinya: dosen) di marketplace ..."
137,finfolkmoney,2023-06-01 15:08:30+00:00,"Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi (Mendikbud Ristek), Nadiem Makarim, sedang membuat ‘marketplace guru’, platform baru untuk para guru. https://t.co/lIUkg7FDSo"
138,liputan6dotcom,2023-06-01 13:05:12+00:00,PAN Minta Mendikbud Ristek Nadiem Kaji Ulang Wacana Marketplace untuk Guru https://t.co/Igf4SjWVb1
139,DemokrasiMartir,2023-06-01 10:16:38+00:00,"Kinerja Nadiem patut dievaluasi, saran saya Kemendikbud sudah tepat dipegang oleh warga Muhammadiyah yg sejak puluhan tahun berpengalaman membidani pendidikan. Dan PAN sbg agregasi politik warga Muhammadiyah, harusnya mengambil peran dalam kementerian ini. TOLAK MARKETPLACE GURU https://t.co/wxoqw9Wt6a"
140,tribunjateng,2023-06-01 09:44:32+00:00,"Apa Itu Marketplace Guru? Usulan Mendikbud Nadiem Makarim untuk Penuhi Kebutuhan Tenaga Pengajar
 
https://t.co/T5ViLiDqa3"
141,tripiaid,2023-06-01 08:55:59+00:00,"Nadiem Makarim Bakal Pakai Sistem Marketplace untuk Rekrutmen Guru

#tripia #tripiaid #inanotherperspective #viral #fyp #nadiem #menteripendidikan #pendidikan #2024 #trending https://t.co/1N3LFUUpAB"
142,NovriantiNovri1,2023-06-01 08:27:33+00:00,"Guru dipilih dipilih di marketplace..pak @Nadiem_Makarim tolonglah bahasa anda disesuaikan dengan profesi yang mulia ini ya, tanpa mereka anda bukanlah siapa2, meski anda sendiri produk luar"
143,BemFipUpgris_,2023-06-01 06:54:06+00:00,"Mendikbud Ristek Nadiem Anwar Makarim mengatakan, marketplace guru dan dua pilar solusi lain diharapkan menjadi jalan keluar permanen dalam memenuhi formasi guru di Indonesia. https://t.co/62u7snxIJf"
144,BemFipUpgris_,2023-06-01 06:54:00+00:00,"[#SEKILOFIP : SERBA-SERBI SISTEM MARKETPLACE GURU] 

Halo Mahasiswa FIP👋

Kali ini kami menyajikan sekilas informasi tentang konsep marketplace untuk guru, gagasan yang diungkapkan Mendikbud Ristek, Nadiem Makarim untuk memenuhi formasi guru di Indonesia. https://t.co/Io8WFW8c0X"
145,Ketitik_app,2023-06-01 06:49:42+00:00,"Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nadiem Makarim menerapkan rekrutmen guru Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) melalui sistem marketplace mulai 2024. Dengan platform tersebut, semua sekolah dapat mengakses guru untuk mengajar di sekolah. https://t.co/1xofFmdPxO"
146,massisoyoo,2023-06-01 06:41:34+00:00,"Semenjak baca perubahan sistem perekrutan guru pns yang dimana harus ppg dan tes baru bisa masuk marketplace nya pak nadiem, malamku di penuhi ovt dan stress berat gmn ke depannya 😭😭"
147,pikiran_rakyat,2023-06-01 06:10:12+00:00,"""Guru-guru honorer yang sudah lulus seleksi, mereka yang mengikuti seleksi untuk menjadi calon guru ASN. Semua guru honorer yang lulus seleksi dan lulusan PPG pra jabatan ini bisa mendaftarkan diri dalam marketplace,"" ujar Nadiem Makarim

#PikiranRakyat #PRMN #marketplace #Guru https://t.co/7OvIKwx7L1"
148,irni363,2023-06-01 04:12:19+00:00,"Pagii Kamis pertama di Bulan Juni, semoga ada kabar baik buat Guru di Indonesia.

Mengenal Marketplace Guru, Gagasan Nadiem Makarim untuk Atasi Masalah Perekrutan Tenaga Pendidik https://t.co/XsnB8myrlK"
149,pikiran_rakyat,2023-06-01 04:00:01+00:00,"“Marketplace untuk guru adalah suatu database yang nanti akan didukung secara teknologi, di mana semua sekolah ini bisa mengakses siapa saja yang bisa menjadi guru dan siapa yang saya mau undang untuk menjadi guru di sekolah saya,” ujar Nadiem Makarim.
#PikiranRakyat #GuruHonorer https://t.co/wIh3qnfDMx"
150,liputan6dotcom,2023-06-01 01:04:06+00:00,"Ragam Tanggapan Soal Marketplace Guru yang Nadiem Makarim Tawarkan, Warganet: Dapat Cashback Dong Ya? https://t.co/SL7gbiu8xl"
151,zanatul_91,2023-05-31 15:45:10+00:00,"Menurut Nadiem Makarim, marketplace guru ini akan membuat sekolah bisa melakukan rekruitmen realtime. Setelah direkrut, guru tersebut akan digaji dari pusat langsung, dananya dikirim langsung ke sekolah seperti dana bos. 

Prtnyaany siapa yang megang kuncinya 🤣

#eaaa @pppkguru"
152,besmartidn,2023-05-31 13:21:22+00:00,"Mendikbud Nadiem Makarim Akan Pakai Sistem Marketplace untuk Perekrutan Guru, Berikut Penjelasannya

Selengkapnya klik link di bawah ini
https://t.co/02UzQQtZnF"
153,medianekita,2023-05-31 13:20:12+00:00,"Terbaru! Mendikbudristek Nadiem Makarim Bakal Terapkan Sistem Marketplace untuk Rekrutmen Guru, Berlaku 2024 https://t.co/6zjxgpydyA"
154,Prambors,2023-05-31 10:30:02+00:00,"Nadiem Makarim akan Rekrut Guru Melalui Marketplace, Gimana Caranya?
 
#PramborsNews 
https://t.co/Y5hRqIRgKn"
155,terasjakartaid,2023-05-31 09:20:18+00:00,"Marketplace guru menjadi salah satu solusi yang ditawarkan Nadiem Makarim dan Kemendikbud Ristek yang bertujuan untuk memenuhi kebutuhan guru di Indonesia.
https://t.co/Q9E3yAZuWS"
156,liputan6dotcom,2023-05-31 08:18:33+00:00,"Nadiem Makarim Buat Sistem Rekrutmen Guru PPPK Melalui Marketplace, Begini Respons DPR https://t.co/7m3G4yYJ3r"
157,liputan6dotcom,2023-05-31 07:22:11+00:00,"Solusi Atasi Kekurangan Tenaga Pendidik ala Nadiem Makarim, Salah Satunya Bakal Ada Marketplace Guru https://t.co/SJscAeDUNp"
158,grethaxx_,2023-05-31 07:20:26+00:00,Ketua PGRI Jatim Dukung Program Menteri Nadiem “Marketplace Guru” target 1 juta guru lolos PPPK https://t.co/QIGbvnmZBM
159,pikiran_rakyat,2023-05-31 06:53:02+00:00,"Tak Hanya Guru, Nadiem Makarim Sebut Marketplace Guru Bermanfaat bagi Sekolah: Nadiem Makarim menjelaskan, marketplace guru nantinya akan menjadi basis data yang di mana sekolah bisa mengakses setiap calon guru. https://t.co/7KnWHdWKs5"
160,Lip6Tekno,2023-05-31 05:48:03+00:00,"Mendikbud Ristek Nadiem Makarim Bakal Pakai Sistem Marketplace untuk Rekrutmen Guru, Apa Maksudnya? https://t.co/M4X0XGWo1D"
161,stevau_,2023-05-31 05:31:40+00:00,Mas Nadiem akan coba proses rekerutmen guru kyk di marketplace https://t.co/sorzQCZ3iY
162,rapmafmums,2023-05-31 05:31:15+00:00,"#NASIONAL 

Mendikbud Nadiem: Marketplace Guru Beri Manfaat Positif bagi Guru dan Sekolah
https://t.co/SnDW3xxa0m

#11N1"
163,radarlampung,2023-05-31 04:46:14+00:00,"Tangani Masalah Perekrutan Guru, Nadiem Bakal Buat Marketplace Guru?

#marketplace #MarketplaceGuru

https://t.co/IzMnQ9Lbxv"
164,spills_media,2023-05-31 04:27:58+00:00,"Sistem ini rencananya mulai diberlakukan pada 2024 mendatang secara permanen. Nadiem menjabarkan tiga pilar solusi yang akan diterapkan pada 2024 sebagai sistem rekrutmen guru PPPK. Pertama, konsep marketplace untuk guru."
165,Xdemia_official,2023-05-31 04:11:05+00:00,"Beberapa hari terakhir ramai diberitakan mengenai marketplace guru yang merupakan gagasan dari Menteri Pendidikan Kebudayaan Riset dan Teknologi (Mendikbudristek) Nadiem Makarim.

Tapi apa sebenarnya marketplace guru? Bagaimana sistemnya?  Baca disini ya!
https://t.co/1p5LqBZglU"
166,jatengnetwork,2023-05-30 23:13:20+00:00,"Marketplace Guru Jadi Terobosan Baru Proses Rekrutmen Ala Nadiem Makarim, Sekolah Bisa Checkout Sesuka Hati 

Tag: iBox, Denny Indrayana, Cawe-cawe, Diabetes, Laurier
https://t.co/V6Ap587CkQ"
167,ohuel_,2023-05-30 14:06:12+00:00,"Proskrip aja stress nya udah mau jungkir balik, belum ntr skripsian trs lulus malah dijual di marketplace bikinan bapak nadiem xixi gini amat mau jadi guru https://t.co/73YmQ43heA"
168,Urbanxteacher,2023-05-30 13:32:40+00:00,Marketplace guru wkwk nadiem semakin gajelas
169,randomabtcrzyme,2023-05-30 13:02:35+00:00,"trobosannya pak nadiem tuh ada aja ya, skrng mau bikin marketplace guru"
170,Jaelanibigwin,2023-05-30 12:58:27+00:00,Penasaran marketplace rancangan bapak nadiem ini bener akan mensejahterakan guru honorer gak?
171,Hyemu_cancer,2023-05-30 12:55:47+00:00,"Masih galauin rancangan ""Marketplace guru"" ala bapak nadiem 🙂"
172,17sebong_ljh,2023-05-30 10:48:27+00:00,"siapa yang ke trigger gara2 statement nadiem makarim tentang Marketplace guru itu????

saya bang sayaa☝️☝️☝️"
173,KabarNgetren,2023-05-30 09:10:13+00:00,"Mendikbudristek Nadiem Makarim Usulkan Marketplace Guru, Kontroversi Muncul https://t.co/nS52PNkfue"
174,ajhiehariyantoe,2023-05-30 06:23:55+00:00,"Marketplace Guru. Sebuah konsep yang digagas langsung oleh Mendikbud, Nadiem Anwar Makarim. Agaknya, konsep ini menuai banyak kritikan dari berbagai kalangan. Terutama, para lulusan sarjana pendidikan yang sekarang sedang berjuang untuk menuntaskan pendidikan PPG Prajabatan."
175,Peunat_,2023-05-30 06:08:42+00:00,"Gw, bareng sama P3K, lulusan PPG Prajab bahkan yang sudah berkarir tahunan sebagai guru lagi nangiss. Udah tahunan mendidik dan berdedikasi dengan gaji ga manusiawi, ehh.. sama Nadiem mau di tarok di Marketplace nunggu di CO 🙄.  Ini kita mau jual diri paak ??"
176,kiki_fitria95,2023-05-30 03:58:53+00:00,"Harusnya profesi guru itu di naungi betul, bukan dijadikan objek proyek petinggi.
Ga worth it Ga fear juga. Gimana anak bangsa mau terdidik dan berkualitas, kalo pendidiknya saja dipersulit.
Marketplace nanti jadinya bukan solusi tapi proyek, Dipikir ulang lah pak Nadiem."
